Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
27.10.2020,Брянская область ,8. Неизвестно,2.Село,Локоть,1.Война,1.6. Иное,Пограничники всех поколений Брасовского района,0. Обезличенные,1. Установка,https://www.bryansk.kp.ru/daily/217199/4311367/?utm_campaign=internal&utm_medium=main_region&utm_source=quote_preview&utm_term=0,,
22.11.2020,Брянская область,8. Неизвестно,2.Село,Масловка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Герои Великой Отечественной войны

",2. Группа,1. Установка,https://www.bryansk.kp.ru/daily/21712089/4325988/,,
25.11.2020,Брянская область,8. Неизвестно,1.Город,Брянск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Жертвы фашизма,0. Обезличенные,1. Установка,https://www.bryansk.kp.ru/online/news/4095533/,,
17.04.2021,Брянская область,8. Неизвестно,1.Город,Брянск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Пожарные-партизаны,0. Обезличенные,1. Установка,https://www.bryansk.kp.ru/daily/27262/4399835/,,
30.06.2021,Брянская область ,8. Неизвестно,1.Город,Дятьково,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Советские воины, погибшие ВОВ",0. Обезличенные,4.Благоустройство,http://www.br-tvr.ru/index.php/obshchestvo/36495-v-dyatkovo-blagoustroili-memorial-sovetskim-voinam,,
04.08.2021,Брянская область,7. Смешанные,1.Город,Брянск,1.Война,1.6. Иное,Александр Невский,1. Личность,1. Установка,https://tass.ru/kultura/12061143,,
06.09.2021,Брянская область,8. Неизвестно,2.Село,Новая Жизнь,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Летчики ВОВ,2. Группа,1. Установка,https://www.bryansk.kp.ru/daily/28326.5/4470552/,,
17.11.2021,Брянская область,8. Неизвестно,1.Город,Брянск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Солдаты ВОВ,2. Группа,2. Реставрация,https://bryansk.aif.ru/society/v_zhukovskom_rayone_otremontirovali_pamyatnik_sovetskim_voinam_na_600_tysyach,,
04.08.2012,Владимирская область,8. Неизвестно,1.Город,Муром,3.Иное,3.Иное,Калач,0. Обезличенные,1. Установка,https://vladimir.mk.ru/articles/2013/05/22/857977-pamyatnik-kalachu-v-murome-quotzapahnetquot-hlebom.html,,
11.09.2012,Владимирская область,7. Смешанные,1.Город,Иваново,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Солдаты ВОВ,0. Обезличенные,3. Демонтаж,https://ria.ru/20120911/747854674.html https://www.vladimir.kp.ru/daily/25951/2893515/,,
31.07.2013,Владимирская область,8. Неизвестно,1.Город,Муром,2.СоцПол,2.2. Образование и наука,Владимир Зворыкин,1. Личность,1. Установка,"https://www.vladimir.kp.ru/daily/26114/3008963/, http://www.kp.ru/online/news/1499880/",,
26.10.2013,Владимирская область,8. Неизвестно,2.Село,Мезиновский,2.СоцПол,2.3. Искусство,Александр Солженицын,1. Личность,1. Установка,https://www.vladimir.kp.ru/online/news/1571062/,,
07.07.2014,Владимирская область,8. Неизвестно,1.Город,Владимир,2.СоцПол,2.3. Искусство,Николай Гоголь,1. Личность,2. Реставрация,https://www.vladimir.kp.ru/online/news/1784784/,,
20.09.2014,Владимирская область,8. Неизвестно,2.Село,Богатищево,1.Война,1.4. Великая Отечественная война/Вторая мировая война,30 героев ВОВ,2. Группа,1. Установка,https://vlad.aif.ru/society/details/1346328,,
18.11.2014,Владимирская область,6. Частное лицо,1.Город,Владимир,3.Иное,3.Иное,Бабушкин кошелёк,0. Обезличенные,1. Установка,https://www.vladimir.kp.ru/online/news/1899748/,,
16.12.2014,Владимирская область,8. Неизвестно,1.Город,Киржач,2.СоцПол,2.2. Образование и наука,Юрий Гагарин,1. Личность,2. Реставрация,https://vladimir.mk.ru/articles/2014/12/16/v-kizhachskom-rayone-otremontirovali-stelu-na-meste-gibeli-gagarina.html,,
07.05.2015,Владимирская область,8. Неизвестно,1.Город,Владимир,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Юрий Левитан,1. Личность,1. Установка,https://www.1tv.ru/news/2015-05-07/16815-golos_pobedy_i_tseloy_epohi_na_rodine_yuriya_levitana_ustanovili_pamyatnik,,
07.05.2015,Владимирская область,8. Неизвестно,1.Город,Кольчугино,1.Война,1.6. Иное,Защитники Отечества,0. Обезличенные,1. Установка,https://vladtv.ru/society/69093/,,
07.05.2015,Владимирская область,6. Частное лицо,1.Город,Киржач,3.Иное,3.Иное,Костёр космонавтов,0. Обезличенные,1. Установка,https://tass.ru/ https://zebra-tv.ru/novosti/jizn/v-kirzhache-otkryli-kostyer-i-plyazh-kosmonavtov/,,
20.07.2015,Владимирская область,6. Частное лицо,1.Город,Судогда,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Дети войны,0. Обезличенные,1. Установка,http://vladtv.ru/society/71656/,,
29.08.2015,Владимирская область,3. Региональные власти,1.Город,Владимир,2.СоцПол,2.4. Религия,Владимир I,1. Личность,1. Установка,https://ria.ru/20150829/1215022530.html,Добавлено,
24.09.2015,Владимирская область,6. Частное лицо,1.Город,Собинк,1.Война,1.6. Иное,Никита Карацупа ,1. Личность,1. Установка,http://www.kp.ru/daily/26436/3307441/,,
24.06.2016,Владимирская область,8. Неизвестно,1.Город,Муром,2.СоцПол,2.2. Образование и наука,Ученые Зворыкин и Попов,2. Группа,1. Установка,https://vladtv.ru/society/79233/,,
27.07.2016,Владимирская область,6. Частное лицо,1.Город,Ковров,1.Война,1.6. Иное,Военные строители,0. Обезличенные,1. Установка,http://kovrov-gorod.ru/press/news/13238.html,,
14.10.2016,Владимирская область,8. Неизвестно,1.Город,Владимир,2.СоцПол,2.9 Иное,Николай Андрианов,1. Личность,1. Установка,https://www.vladimir.kp.ru/daily/26594.4/3609347/,,
